영화제목,에그지수,성별,연령별,감독/등장인물,관람포인트,실관람평개수
신 고질라,69.0,"성별예매 분포: 남 81%, 여 19%","연령별예매 분포: 10대 1%, 20대 32%, 30대 36%, 40대 24%, 50대 6%","감독 안노 히데아키, 감독 히구치 신지, 하세가와 히로키, 이시하라 사토미, 타케노우치 유타카",감독연출가 훌륭하고 몰입하여 보게 되는 영화,302
북 오브 러브,92.0,"성별예매 분포: 남 39%, 여 61%","연령별예매 분포: 10대 0%, 20대 8%, 30대 23%, 40대 27%, 50대 41%","감독 아날레인 칼 이 마요르, 베로니카 에체구이, 샘 클라플린",배우연기가 메소드급인 유쾌한 영화,211
씽,0.0,"성별예매 분포: 남 55%, 여 45%","연령별예매 분포: 10대 3%, 20대 38%, 30대 32%, 40대 27%, 50대 0%","감독 매티스 반 헤이닌겐 주니어, 메리 엘리자베스 윈스티드, 조엘 에저튼",스토리가 탄탄하고 몰입하여 보게 되는 영화,121
펫,0.0,,,감독 마크 A.Z. 디페,배우연기가 메소드급인 몰입하여 보게 되는 영화,47
마이 뉴 파트너,0.0,,,"감독 김종현, 조한선, 안성기",배우연기가 메소드급인 유쾌한 영화,0
사망유희,0.0,"성별예매 분포: 남 77%, 여 23%","연령별예매 분포: 10대 0%, 20대 13%, 30대 43%, 40대 30%, 50대 13%","콜린 캠프, 이소룡",배우연기가 메소드급인 몰입하여 보게 되는 영화,5
마이 블루베리 나이츠,0.0,,,"감독 왕가위, 노라 존스, 주드 로",배우연기가 메소드급인 몰입하여 보게 되는 영화,0
타는 여자,98.0,"성별예매 분포: 남 32%, 여 68%","연령별예매 분포: 10대 1%, 20대 19%, 30대 35%, 40대 23%, 50대 22%","감독 이혁래, 감독 김정영, 임미경, 신순애, 이숙희",스토리가 탄탄하고 감동적인 영화,222
핸즈 오브 스톤,93.0,"성별예매 분포: 남 79%, 여 21%","연령별예매 분포: 10대 1%, 20대 19%, 30대 31%, 40대 31%, 50대 19%","감독 조나단 자쿠보위즈, 에드가 라미레즈, 어셔, 로버트 드 니로",배우연기가 메소드급인 몰입하여 보게 되는 영화,158
거울,,,,"감독 민준호, 김성현, 노현성, 박민정, 진선규",배우연기가 메소드급인 몰입하여 보게 되는 영화,0
8인의 수상한 신사들,91.0,"성별예매 분포: 남 50%, 여 50%","연령별예매 분포: 10대 0%, 20대 25%, 30대 35%, 40대 27%, 50대 14%","감독 기타노 다케시, 후지 타츠야, 오노데라 아키라, 야스다 켄",배우연기가 메소드급인 몰입하여 보게 되는 영화,105
허밍,0.0,,,"감독 박대영, 이천희, 한지혜",OST가 명곡인 공감되는 영화,0
유령,88.0,"성별예매 분포: 남 24%, 여 76%","연령별예매 분포: 10대 1%, 20대 46%, 30대 31%, 40대 15%, 50대 7%","감독 조엘 슈마허, 미니 드라이버, 패트릭 윌슨, 제라드 버틀러, 에미 로섬, 미란다 리차드슨",OST가 명곡인 몰입하여 보게 되는 영화,1199
탱고,,"성별예매 분포: 남 17%, 여 83%","연령별예매 분포: 10대 0%, 20대 44%, 30대 40%, 40대 12%, 50대 5%",감독 미겔 코한,배우연기가 메소드급인 몰입하여 보게 되는 영화,10
죄인,0.0,"성별예매 분포: 남 35%, 여 65%","연령별예매 분포: 10대 0%, 20대 22%, 30대 30%, 40대 27%, 50대 21%",,배우연기가 메소드급인 몰입하여 보게 되는 영화,26
본 슈프리머시,0.0,"성별예매 분포: 남 0%, 여 0%","연령별예매 분포: 10대 0%, 20대 0%, 30대 0%, 40대 0%, 50대 0%","감독 폴 그린그래스, 브라이언 콕스, 프랭카 포텐테, 줄리아 스타일즈, 조안 알렌",스토리가 탄탄하고 몰입하여 보게 되는 영화,176
라라랜드,94.0,,,"감독 데이미언 셔젤, J.K. 시몬스, 로즈마리 드윗, 톰 에버렛 스콧, 엠마 스톤, 칼리 헤르난데스",,0
괴테,0.0,"성별예매 분포: 남 39%, 여 61%","연령별예매 분포: 10대 1%, 20대 39%, 30대 34%, 40대 18%, 50대 8%","감독 보라 닥테킨, 엘리아스 므바렉, 카롤리네 헤어퍼스, 카챠 리만",스토리가 탄탄하고 몰입하여 보게 되는 영화,110
밤과 낮,,"성별예매 분포: 남 0%, 여 0%","연령별예매 분포: 10대 0%, 20대 0%, 30대 0%, 40대 0%, 50대 0%","감독 홍상수, 김영호, 박은혜",배우연기가 메소드급인 몰입하여 보게 되는 영화,0
토니 에드만,90.0,"성별예매 분포: 남 35%, 여 65%","연령별예매 분포: 10대 0%, 20대 37%, 30대 36%, 40대 17%, 50대 10%","감독 마렌 아데, 루시 러셀, 페테르 시모니슈에크, 산드라 휠러, 헤드윅 미니스",배우연기가 메소드급인 몰입하여 보게 되는 영화,1595
사랑의 시대,86.0,"성별예매 분포: 남 44%, 여 56%","연령별예매 분포: 10대 0%, 20대 27%, 30대 31%, 40대 22%, 50대 20%","감독 토마스 빈터베르그, 율리히 톰센, 헬렌 레인가르드 뉴먼, 마샤 소피 발스트룀 한센, 트린 디어홀름",배우연기가 메소드급인 몰입하여 보게 되는 영화,306
해피 버스데이,97.0,"성별예매 분포: 남 42%, 여 58%","연령별예매 분포: 10대 2%, 20대 24%, 30대 36%, 40대 25%, 50대 14%","감독 요시다 야스히로, 하시모토 아이, 미야자키 아오이",스토리가 탄탄하고 몰입하여 보게 되는 영화,979
SIFF2016-개막식,,,,,배우연기가 메소드급인 몰입하여 보게 되는 영화,7
내일의 안녕,91.0,"성별예매 분포: 남 30%, 여 70%","연령별예매 분포: 10대 1%, 20대 25%, 30대 33%, 40대 21%, 50대 20%","감독 훌리오 메뎀, 알렉스 브렌데뮬, 에시어 엑센디아, 루이스 토사, 페넬로페 크루즈",배우연기가 메소드급인 몰입하여 보게 되는 영화,669
SIFF2016-특별단편 7,,"성별예매 분포: 남 17%, 여 83%","연령별예매 분포: 10대 3%, 20대 60%, 30대 31%, 40대 5%, 50대 1%",,배우연기가 메소드급인 몰입하여 보게 되는 영화,27
SIFF2016-경쟁단편 7,,"성별예매 분포: 남 29%, 여 71%","연령별예매 분포: 10대 0%, 20대 59%, 30대 32%, 40대 5%, 50대 5%",,감독연출가 훌륭하고 몰입하여 보게 되는 영화,22
스톡홀름의 마지막 연인,0.0,"성별예매 분포: 남 34%, 여 66%","연령별예매 분포: 10대 0%, 20대 12%, 30대 53%, 40대 17%, 50대 19%",,영상미가 뛰어나고 몰입하여 보게 되는 영화,8
행복 목욕탕,96.0,"성별예매 분포: 남 34%, 여 66%","연령별예매 분포: 10대 1%, 20대 27%, 30대 37%, 40대 23%, 50대 12%","감독 나카노 료타, 미야자와 리에, 이토 아오이, 스기사키 하나, 오다기리 죠",배우연기가 메소드급인 감동적인 영화,3247
SIFF2016-경쟁단편 1,,,,"감독 유재현, 감독 문명환, 감독 오재형, 감독 임철민",스토리가 탄탄하고 몰입하여 보게 되는 영화,8
누에치던 방,,"성별예매 분포: 남 36%, 여 64%","연령별예매 분포: 10대 0%, 20대 68%, 30대 32%, 40대 0%, 50대 0%",,배우연기가 메소드급인 몰입하여 보게 되는 영화,13
SIFF2016-특별단편 5,,"성별예매 분포: 남 41%, 여 59%","연령별예매 분포: 10대 0%, 20대 68%, 30대 16%, 40대 14%, 50대 3%",,감독연출가 훌륭하고 몰입하여 보게 되는 영화,10
나는 부정한다,94.0,"성별예매 분포: 남 34%, 여 66%","연령별예매 분포: 10대 0%, 20대 29%, 30대 36%, 40대 20%, 50대 15%","감독 믹 잭슨, 톰 윌킨슨, 레이첼 와이즈, 앤드류 스캇, 티모시 스폴",배우연기가 메소드급인 몰입하여 보게 되는 영화,2388
SIFF2016-선택 1,,"성별예매 분포: 남 36%, 여 64%","연령별예매 분포: 10대 7%, 20대 71%, 30대 11%, 40대 4%, 50대 7%","감독 강민지(감독), 감독 이시대, 감독 김호, 감독 봉준영",스토리가 탄탄하고 몰입하여 보게 되는 영화,7
SIFF2016-경쟁단편 5,,"성별예매 분포: 남 20%, 여 80%","연령별예매 분포: 10대 1%, 20대 68%, 30대 21%, 40대 6%, 50대 4%","감독 김무영, 감독 류연수, 감독 연제광, 감독 오정민",배우연기가 메소드급인 몰입하여 보게 되는 영화,21
SIFF2016-특별단편 3,,"성별예매 분포: 남 23%, 여 77%","연령별예매 분포: 10대 2%, 20대 53%, 30대 42%, 40대 4%, 50대 0%",,감독연출가 훌륭하고 몰입하여 보게 되는 영화,12
시 읽는 시간,,"성별예매 분포: 남 58%, 여 42%","연령별예매 분포: 10대 0%, 20대 42%, 30대 25%, 40대 25%, 50대 8%",,스토리가 탄탄하고 몰입하여 보게 되는 영화,6
메리 크리스마스 미스터 모,,"성별예매 분포: 남 40%, 여 60%","연령별예매 분포: 10대 0%, 20대 63%, 30대 31%, 40대 5%, 50대 2%",감독 임대형,배우연기가 메소드급인 몰입하여 보게 되는 영화,17
나의 연기 워크샵,,"성별예매 분포: 남 46%, 여 54%","연령별예매 분포: 10대 0%, 20대 64%, 30대 21%, 40대 14%, 50대 0%",,배우연기가 메소드급인 몰입하여 보게 되는 영화,10
파크,0.0,,,"감독 로버트 알트먼, 마이클 갬본, 스티븐 프라이, 데렉 자코비, 라이언 필립",배우연기가 메소드급인 몰입하여 보게 되는 영화,0
록키Ⅱ를 찾아서,,,,,스토리가 탄탄하고 몰입하여 보게 되는 영화,3
위켄즈,,"성별예매 분포: 남 41%, 여 59%","연령별예매 분포: 10대 0%, 20대 56%, 30대 33%, 40대 7%, 50대 4%",,스토리가 탄탄하고 몰입하여 보게 되는 영화,2
스노우타임,87.0,"성별예매 분포: 남 32%, 여 68%","연령별예매 분포: 10대 1%, 20대 4%, 30대 51%, 40대 41%, 50대 3%","감독 장-프랑소아 풀리오, 김경희, 김연우, 최정현, 이 현(1)",영상미가 뛰어나고 몰입하여 보게 되는 영화,298
여자들,,"성별예매 분포: 남 30%, 여 70%","연령별예매 분포: 10대 0%, 20대 59%, 30대 25%, 40대 7%, 50대 9%",,배우연기가 메소드급인 몰입하여 보게 되는 영화,14
SIFF2016-심야상영 밤새 GO,,"성별예매 분포: 남 47%, 여 53%","연령별예매 분포: 10대 3%, 20대 56%, 30대 34%, 40대 3%, 50대 3%",,감독연출가 훌륭하고 몰입하여 보게 되는 영화,23
소녀의 세계,0.0,"성별예매 분포: 남 50%, 여 50%","연령별예매 분포: 10대 3%, 20대 47%, 30대 29%, 40대 19%, 50대 2%",,배우연기가 메소드급인 몰입하여 보게 되는 영화,30
SIFF2016-경쟁단편 4,,"성별예매 분포: 남 27%, 여 73%","연령별예매 분포: 10대 0%, 20대 60%, 30대 29%, 40대 9%, 50대 1%",,감독연출가 훌륭하고 몰입하여 보게 되는 영화,20
SIFF2016-특별단편 4,,"성별예매 분포: 남 35%, 여 65%","연령별예매 분포: 10대 0%, 20대 59%, 30대 35%, 40대 6%, 50대 0%",,배우연기가 메소드급인 몰입하여 보게 되는 영화,13
SIFF2016-선택 2,,,,,감독연출가 훌륭하고 몰입하여 보게 되는 영화,7
SIFF2016-선택 4,,"성별예매 분포: 남 37%, 여 63%","연령별예매 분포: 10대 4%, 20대 67%, 30대 24%, 40대 4%, 50대 0%","감독 김현, 감독 이병협, 감독 고유희, 감독 김나윤",감독연출가 훌륭하고 몰입하여 보게 되는 영화,9
"춘천, 춘천",,"성별예매 분포: 남 47%, 여 53%","연령별예매 분포: 10대 0%, 20대 47%, 30대 49%, 40대 4%, 50대 0%",,영상미가 뛰어나고 감동적인 영화,13
SIFF2016-경쟁단편 3,,"성별예매 분포: 남 40%, 여 60%","연령별예매 분포: 10대 5%, 20대 74%, 30대 14%, 40대 2%, 50대 5%","감독 김성진, 감독 이나연, 감독 정다희, 감독 이지원(여자)",스토리가 탄탄하고 몰입하여 보게 되는 영화,14
오하마나,,,,,감독연출가 훌륭하고 몰입하여 보게 되는 영화,5
SIFF2016-선택 3,,"성별예매 분포: 남 40%, 여 60%","연령별예매 분포: 10대 0%, 20대 62%, 30대 25%, 40대 5%, 50대 7%","감독 최진, 감독 채재영, 감독 욕, 감독 안정연, 감독 강진엽",스토리가 탄탄하고 몰입하여 보게 되는 영화,10
사랑은 부엉부엉,83.0,"성별예매 분포: 남 30%, 여 70%","연령별예매 분포: 10대 0%, 20대 33%, 30대 44%, 40대 17%, 50대 7%","엘로디 부쉐, 감독 람지 베디아",배우연기가 메소드급인 몰입하여 보게 되는 영화,230
SIFF2016-경쟁단편 2,,"성별예매 분포: 남 47%, 여 53%","연령별예매 분포: 10대 0%, 20대 62%, 30대 24%, 40대 9%, 50대 6%",,배우연기가 메소드급인 몰입하여 보게 되는 영화,5
SIFF2016-특별단편 2,,"성별예매 분포: 남 36%, 여 64%","연령별예매 분포: 10대 0%, 20대 49%, 30대 38%, 40대 13%, 50대 0%",,감독연출가 훌륭하고 몰입하여 보게 되는 영화,7
어폴로지,98.0,"성별예매 분포: 남 27%, 여 73%","연령별예매 분포: 10대 2%, 20대 35%, 30대 37%, 40대 16%, 50대 10%","감독 티파니 슝, 아델라, 차오, 길원옥",감독연출가 훌륭하고 몰입하여 보게 되는 영화,234
재꽃,,"성별예매 분포: 남 42%, 여 58%","연령별예매 분포: 10대 4%, 20대 54%, 30대 25%, 40대 13%, 50대 4%",감독 박석영,감독연출가 훌륭하고 몰입하여 보게 되는 영화,11
SIFF2016-경쟁단편 6,,"성별예매 분포: 남 45%, 여 55%","연령별예매 분포: 10대 0%, 20대 50%, 30대 42%, 40대 8%, 50대 0%",,스토리가 탄탄하고 몰입하여 보게 되는 영화,8
떠나간 여인,,"성별예매 분포: 남 71%, 여 29%","연령별예매 분포: 10대 0%, 20대 53%, 30대 18%, 40대 24%, 50대 6%",,감독연출가 훌륭하고 몰입하여 보게 되는 영화,5
인투 더 나잇,,"성별예매 분포: 남 19%, 여 81%","연령별예매 분포: 10대 0%, 20대 48%, 30대 44%, 40대 7%, 50대 0%",,OST가 명곡인 몰입하여 보게 되는 영화,11
SIFF2016-특별단편 1,,"성별예매 분포: 남 23%, 여 77%","연령별예매 분포: 10대 5%, 20대 63%, 30대 23%, 40대 9%, 50대 0%",,배우연기가 메소드급인 몰입하여 보게 되는 영화,8
SIFF2016-특별단편 6,,,,,스토리가 탄탄하고 몰입하여 보게 되는 영화,9
악당들,,,,"감독 정지환, 윤아영, 김현욱, 박윤희, 엄상현",,0
요요마와 실크로드 앙상블,92.0,"성별예매 분포: 남 33%, 여 67%","연령별예매 분포: 10대 0%, 20대 21%, 30대 36%, 40대 28%, 50대 16%","감독 모건 네빌, 우 만, 키난 아즈메흐, 요요마",OST가 명곡인 몰입하여 보게 되는 영화,131
디스트럭션 베이비,,"성별예매 분포: 남 39%, 여 61%","연령별예매 분포: 10대 4%, 20대 43%, 30대 25%, 40대 18%, 50대 11%",,배우연기가 메소드급인 몰입하여 보게 되는 영화,6
라스트 패밀리,,,,,스토리가 탄탄하고 몰입하여 보게 되는 영화,1
망치,,,,감독 안태근,배우연기가 메소드급인 몰입하여 보게 되는 영화,0
SIFF2016-깜짝상영,,,,,감독연출가 훌륭하고 몰입하여 보게 되는 영화,6
SIFF2016-폐막식,,,,,스토리가 탄탄하고 몰입하여 보게 되는 영화,4
귀,0.0,,,"감독 김상진, 이기원, 차승원, 손태영, 장현성",배우연기가 메소드급인 스트레스가 해소되는 영화,0
홀리데이 인,98.0,"성별예매 분포: 남 43%, 여 57%","연령별예매 분포: 10대 0%, 20대 14%, 30대 33%, 40대 31%, 50대 22%",,OST가 명곡인 스트레스가 해소되는 영화,104
내일,,"성별예매 분포: 남 0%, 여 0%","연령별예매 분포: 10대 0%, 20대 0%, 30대 0%, 40대 0%, 50대 0%","감독 노동석, 유아인, 김병석",배우연기가 메소드급인 몰입하여 보게 되는 영화,0
루돌프와 많이있어,96.0,"성별예매 분포: 남 24%, 여 76%","연령별예매 분포: 10대 0%, 20대 3%, 30대 55%, 40대 39%, 50대 2%","감독 사카키바라 모토노리, 김영찬, 김율, 김가령, 홍범기",스토리가 탄탄하고 감동적인 영화,3227
기억의 소리,0.0,"성별예매 분포: 남 0%, 여 0%","연령별예매 분포: 10대 0%, 20대 0%, 30대 0%, 40대 0%, 50대 0%","감독 이공희, 여민주, 이정원, 요엘 리, 정충구",스토리가 탄탄하고 몰입하여 보게 되는 영화,1
백만장자,0.0,,,"감독 김태균(성우), 현빈, 함유선, 이한솔, 조용준",OST가 명곡인 몰입하여 보게 되는 영화,335
진실,,,,"앨 고어, 감독 데이비스 구겐하임",배우연기가 메소드급인 몰입하여 보게 되는 영화,0
블루 벨벳,82.0,"성별예매 분포: 남 36%, 여 64%","연령별예매 분포: 10대 0%, 20대 38%, 30대 32%, 40대 17%, 50대 13%",,감독연출가 훌륭하고 감동적인 영화,1003
너의 이름은.,94.0,,"연령별예매 분포: 10대 0%, 20대 18%, 30대 40%, 40대 19%, 50대 20%","감독 신카이 마코토, 나가사와 마사미, 나리타 료, 유우키 아오이, 시마자키 노부나가",영상미가 뛰어나고 감동적인 영화,0
얼라이드,95.0,,"연령별예매 분포: 10대 1%, 20대 32%, 30대 33%, 40대 19%, 50대 15%","감독 로버트 저메키스, 브래드 피트, 리지 캐플란, 매튜 구드, 마리옹 꼬띠아르",배우연기가 메소드급인 몰입하여 보게 되는 영화,0
걱정말아요,0.0,"성별예매 분포: 남 55%, 여 45%","연령별예매 분포: 10대 0%, 20대 29%, 30대 36%, 40대 26%, 50대 10%","감독 김현, 감독 소준문, 감독 신종훈, 감독 김대견, 박정근",감독연출가 훌륭하고 몰입하여 보게 되는 영화,34
