영화제목,에그지수,관람포인트,실관람평개수,감독1,감독2,감독3,감독4,감독5,배우1,배우2,배우3,배우4,배우5,배우6,남자,여자,10대,20대,30대,40대,50대
보더랜드,76.0,배우연기가 메소드급인 스트레스가 해소되는 영화,2274,일라이 로스,,,,,케이트 블란쳇,제이미 리 커티스,아리나 그린블랫,케빈 하트,플로리안 문테아누,,55,45,1,8,25,31,35
100일 동안 100가지로 100퍼센트 행복찾기,94.0,배우연기가 메소드급인 유쾌한 영화,2663,플로리안 데이비드 핏츠,,,,,카타리나 탈바흐,마치아스 슈와바이어퍼,미리엄 스타인,플로리안 데이비드 핏츠,한넬로르 엘스너,,27,73,1,26,36,21,17
동키 킹,84.0,스토리가 탄탄하고 몰입하여 보게 되는 영화,122,아지즈 진다니,,,,,김희진(1),고성일,박영화,남유정,,,26,74,0,4,53,40,3
와인스타인,89.0,스토리가 탄탄하고 몰입하여 보게 되는 영화,318,우르술라 맥팔레인,,,,,파즈 드 라 휴에타,하비 와인스타인,로잔나 아퀘트,,,,42,58,1,20,34,24,22
돈키호테,89.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,1069,테리 길리엄,,,,,스텔란 스카스가드,로시 드 팔마,조디 몰라,세르지 로페즈,아담 드라이버,,48,52,0,20,35,27,18
극장판 반지의 비밀일기,96.0,스토리가 탄탄하고 상상력을 자극하는 영화,907,한승우,,,,,김선혜,조진숙,조경이,채민지,,,26,74,0,3,46,48,3
비뚤어진 집,83.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,1278,질스 파겟 브레너,,,,,줄리안 샌즈,글렌 클로즈,테렌스 스탬프,맥스 아이언스,,,32,68,1,28,33,22,16
디스트로이어,78.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,563,캐린 쿠사마,,,,,스쿳 맥네이리,타티아나 마슬라니,토비 켑벨,세바스찬 스탠,,,51,49,1,21,31,24,24
에이브의 쿠킹 다이어리,88.0,배우연기가 메소드급인 감동적인 영화,631,페르난도 그로스테인 안드레이드,,,,,노아 슈나프,세우 조르지,,,,,33,67,1,18,38,24,20
우키시마호,97.0,스토리가 탄탄하고 공감되는 영화,134,김진홍,,,,,안재모,,,,,,39,61,0,15,41,26,18
파바로티,96.0,OST가 명곡인 몰입하여 보게 되는 영화,1264,론 하워드,,,,,루치아노 파바로티,,,,,,38,62,0,10,23,27,40
레플리카,82.0,배우연기가 메소드급인 현실감 있는 영화,1657,제프리 나크마노프,,,,,토머스 미들디치,앨리스 이브,키아누 리브스,,,,49,51,1,26,30,25,17
버티고,80.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,1172,전계수,,,,,정재광,유태오,천우희,,,,41,59,2,32,38,18,11
슈퍼 햄찌,84.0,스토리가 탄탄하고 상상력을 자극하는 영화,245,주나 테나,,,,,,,,,,,31,69,0,4,45,46,4
발명왕 볼트,76.0,스토리가 탄탄하고 몰입하여 보게 되는 영화,112,증헌림,,,,,,,,,,,33,67,0,7,50,39,4
트루 시크릿,95.0,배우연기가 메소드급인 스트레스가 해소되는 영화,621,,,,,,샤를스 베를링,니콜 가르시아,줄리엣 비노쉬,프랑수아 시빌,귀욤 고익스,,35,65,0,20,33,24,24
나의 노래는 멀리멀리,96.0,OST가 명곡인 감동적인 영화,188,현진식,,,,,이순도,김지희,,,,,51,49,1,16,33,29,21
경계선,93.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,2595,알리 아바시,,,,,에로 밀로노프,에바 멜란데르,,,,,37,63,0,35,34,18,12
와일드 로즈,93.0,OST가 명곡인 몰입하여 보게 되는 영화,1955,톰 하퍼,,,,,제시 버클리,소피 오콘도,줄리 월터스,,,,41,59,1,25,32,24,18
여배우들의 티타임,89.0,배우연기가 메소드급인 감동적인 영화,357,로저 미첼,,,,,조안 플로라이트,에일린 앗킨스,주디 덴치,매기 스미스,,,23,77,0,24,31,22,22
열두 번째 용의자,82.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,492,고명성,,,,,김상경,박선영,허성태,김동영,,,49,51,1,17,37,26,20
"조제, 호랑이 그리고 물고기들",96.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,1242,이누도 잇신,,,,,츠마부키 사토시,우에노 주리,아라이 히로후미,이케와키 치츠루,,,45,56,2,41,32,14,11
미드소마 감독판,89.0,영상미가 뛰어나고 몰입하여 보게 되는 영화,681,아리 애스터,,,,,윌 폴터,윌리엄 잭슨 하퍼,플로렌스 퓨,잭 레이너,,,41,59,0,44,33,14,8
판소리 복서,79.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,3195,정혁기,,,,,최준영,이혜리,김희원,엄태구,,,47,53,1,25,35,25,14
재혼의 기술,83.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,165,조성규,,,,,임원희,박해빛나,김강현,윤진서,,,64,36,1,8,30,37,24
쿵푸 보이,90.0,영상미가 뛰어나고 상상력을 자극하는 영화,204,라지브 칠라카,비나약 다스,,,,김희진(1),장경희,박영화,,,,30,70,1,3,43,49,3
신문기자,91.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,1877,후지이 미치히토,,,,,카쿠 토모히로,마츠자카 토리,혼다 츠바사,심은경,키타무라 유키야,,47,53,1,23,36,23,16
날씨의 아이,89.0,영상미가 뛰어나고 감동적인 영화,16254,신카이 마코토,,,,,최한,손정아,강은애,김유림,,,57,43,0,40,29,14,14
북간도의 십자가,96.0,스토리가 탄탄하고 몰입하여 보게 되는 영화,129,반태경,,,,,심용환,문동환,문성근,,,,45,55,0,13,28,26,32
잘리카투,74.0,감독연출가 훌륭하고 몰입하여 보게 되는 영화,1254,리조 조세 펠리세리,,,,,안토니 바르게즈,산티 발라찬드란,쳄반 비노드 조제,사부몬 압두사마드,,,56,44,1,17,32,27,24
시크릿 슈퍼스타,98.0,OST가 명곡인 감동적인 영화,2007,애드바이트 찬단,,,,,아미르 칸,메헤르 비지,파로크 자파,자이라 와심,,,39,61,1,22,29,27,20
체크 히어로,86.0,영상미가 뛰어나고 몰입하여 보게 되는 영화,184,토르비욘 크리스토퍼센,앤더스 마테센,,,,이다은,남도형,,,,,34,66,0,5,43,48,4
엔젤 오브 마인,92.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,683,킴 파란트,,,,,누미 라파스,루크 에반스,이본 스트라호브스키,,,,36,64,1,24,28,24,23
스노우 화이트,76.0,배우연기가 메소드급인 감동적인 영화,623,안느 퐁텐,,,,,루 드 라쥬,이자벨 위페르,샤를스 베를링,,,,50,50,0,20,34,25,20
니나 내나,93.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,294,이동은,,,,,이종원,김진영(2),장혜진,태인호,,,39,61,1,26,38,23,13
토막살인범의 고백,63.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,115,리누스 드 파올리,,,,,파울리나 갈라즈카,아담 일드 로웨더,아만다 플러머,,,,64,36,0,27,36,25,11
쿠엔틴 타란티노 8,91.0,스토리가 탄탄하고 영감을 주는 영화,1100,타라 우드,,,,,사무엘 L. 잭슨,커트 러셀,팀 로스,크리스토프 왈츠,제니퍼 제이슨 리,,51,49,0,29,37,22,12
텔 잇 투 더 비즈,91.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,332,애나벨 잰켈,,,,,홀리데이 그레인저,안나 파킨,,,,,22,78,2,31,35,17,14
아담스 패밀리,90.0,영상미가 뛰어나고 상상력을 자극하는 영화,4249,콘래드 버논,그렉 티어난,,,,샤를리즈 테론,폼 클레멘티에프,오스카 아이삭,,,,29,71,1,8,34,53,5
프렌드 존,87.0,배우연기가 메소드급인 유쾌한 영화,1996,차야놉 분프라콥,,,,,제이슨 영,핌차녹 류위셋파이분,나팟 시앙솜분,,,,38,62,2,32,32,21,14
빅 위시,83.0,영상미가 뛰어나고 상상력을 자극하는 영화,561,카를로스 구티에레스 메드라노,,,,,,,,,,,28,72,0,5,46,46,3
너의 여자친구,79.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,144,이장희,,,,,허정민,지일주,이엘리야,김기두,,,72,28,1,26,33,25,14
왓 데이 해드,98.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,422,엘리자베스 촘코,,,,,조쉬 루카스,힐러리 스웽크,타이사 파미가,블리드 대너,,,28,72,0,24,33,20,23
우먼 인 할리우드,97.0,스토리가 탄탄하고 몰입하여 보게 되는 영화,1252,톰 도나휴,,,,,샤론 스톤,케이트 블란쳇,메릴 스트립,마리사 토메이,나탈리 포트만,,13,87,2,50,26,12,10
더 컨덕터,95.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,888,마리아 피터스,,,,,스캇 터너 스코필드,벤자민 웨인라이트,크리스탄 드 브루인,,,,32,68,1,23,31,21,24
더 빌리지,70.0,스토리가 탄탄하고 몰입하여 보게 되는 영화,157,입델하미드 부크닉,,,,,야스민 디마씨,빌렐 슬라트니아,아지즈 즈발리,헬라 아예드,,,65,35,4,21,28,33,14
닥터 슬립,93.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,4123,마이크 플래너건,,,,,이완 맥그리거,카일리 커란,레베카 퍼거슨,제이콥 트렘블레이,,,51,49,2,31,31,23,13
엔젤 해즈 폴른,94.0,배우연기가 메소드급인 스트레스가 해소되는 영화,5813,릭 로먼 워,,,,,닉 놀테,제이다 핀켓 스미스,제라드 버틀러,대니 휴스턴,,,60,40,1,18,27,29,25
늑대의 아이들,86.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,42,아드리안 페넥,,,,,다누카 스텐카,카밀 폴니시아크,,,,,49,51,2,21,41,22,13
어제 일은 모두 괜찮아,86.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,572,이성한,,,,,김진영(2),김재철,박건주,손상연,,,56,44,6,28,33,25,9
"미안해요, 리키",98.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,3159,켄 로치,,,,,크리스 히친,리스 스톤,케이티 프록터,데비 허니우드,,,38,62,1,27,35,22,16
캡티브 스테이트,80.0,스토리가 탄탄하고 몰입하여 보게 되는 영화,174,루퍼트 와이어트,,,,,앨런 럭,애쉬튼 샌더슨,베라 파미가,존 굿맨,,,68,32,0,20,37,26,17
펄프 픽션,96.0,감독연출가 훌륭하고 몰입하여 보게 되는 영화,1895,쿠엔틴 타란티노,,,,,브루스 윌리스,로잔나 아퀘트,사무엘 L. 잭슨,하비 케이틀,,,48,52,0,47,31,12,10
저수지의 개들,94.0,감독연출가 훌륭하고 몰입하여 보게 되는 영화,823,쿠엔틴 타란티노,,,,,하비 케이틀,스티브 부세미,팀 로스,로렌스 티어니,마이클 매드슨,,48,52,0,38,35,14,12
비커밍 아스트리드,89.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,376,페르닐레 피셔 크리스텐센,,,,,헨릭 라파엘센,매그너스 크레퍼,트린 디어홀름,알바 어거스트,마리아 보네비,,33,67,0,13,29,24,33
카센타,85.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,879,하윤재,,,,,박용우,김한종,현봉식,조은지,,,56,44,1,17,36,26,19
어쩌다 룸메이트,88.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,1414,소륜,,,,,동려아,뇌가음,,,,,44,56,2,35,33,20,10
리틀 큐,93.0,배우연기가 메소드급인 감동적인 영화,171,나영창,,,,,양영기,나중겸,양채니,임달화,,,55,45,0,16,35,29,21
헤로니모,97.0,스토리가 탄탄하고 감동적인 영화,321,전후석,,,,,헤로니모 임,전후석,,,,,48,52,0,7,27,40,26
아담,90.0,영상미가 뛰어나고 상상력을 자극하는 영화,4249,콘래드 버논,그렉 티어난,,,,샤를리즈 테론,폼 클레멘티에프,오스카 아이삭,,,,29,71,1,8,34,53,5
얼굴없는 보스,55.0,배우연기가 메소드급인 스트레스가 해소되는 영화,582,송창용,,,,,이시아,곽희성,진이한,이하율,,,57,43,1,15,28,29,27
몬테크리스토,97.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,1286,오윤동,,,,,김영주,카이,린아,최지혜,,,24,76,2,33,35,21,10
파비안느에 관한 진실,90.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,3187,고레에다 히로카즈,,,,,에단 호크,마농 끌라벨,줄리엣 비노쉬,클레망틴 그르니에,까뜨린느 드뇌브,,33,67,1,28,36,21,15
우리를 갈라놓는 것들,99.0,영상미가 뛰어나고 몰입하여 보게 되는 영화,25,임흥순,,,,,,,,,,,36,64,2,22,38,27,10
코끼리는 그곳에 있어,95.0,감독연출가 훌륭하고 몰입하여 보게 되는 영화,136,후 보,,,,,팽욱창,리총시,장 위,왕위원,,,44,56,1,36,33,18,12
섬뜩함이 피부에 닿는다,89.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,351,하마구치 류스케,,,,,무라카미 준,소메타니 쇼타,시부카와 키요히코,이시다 호시,카와이 아오바,,56,44,3,41,28,14,10
영원히 그대를 사랑해,92.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,333,하마구치 류스케,,,,,카와이 아오바,칸노 리오,,,,,58,42,3,39,29,15,10
집 이야기,98.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,1216,박제범,,,,,이유영,강신일,,,,,42,58,1,24,36,23,16
행동하는 양심 김대중,93.0,스토리가 탄탄하고 감동적인 영화,169,신상민,,,,,이금희,,,,,,50,50,1,14,35,28,22
굿 라이어,93.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,2367,빌 콘돈,,,,,헬렌 미렌,러셀 토비,짐 카터,이안 맥켈런,,,37,63,1,21,31,23,24
속물들,78.0,배우연기가 메소드급인 스트레스가 해소되는 영화,203,이상철,신아가,,,,유다인,옥자연,심희섭,,,,59,41,2,19,32,26,22
극장판 타오르지마 버스터-블랙어썰트의 귀환,98.0,스토리가 탄탄하고 몰입하여 보게 되는 영화,106,조영광,,,,,안영미,강시현,최낙윤,안효민,,,35,65,0,2,56,40,2
카잔자키스,82.0,영상미가 뛰어나고 감동적인 영화,254,야니스 즈마라그디스,,,,,토도리스 아테리디스,마리나 칼로기루,오디세즈 파파스필리오풀로스,,,,38,62,0,14,31,24,31
아내를 죽였다,72.0,배우연기가 메소드급인 긴장을 늦출 수 없는 영화,2320,김하라,,,,,왕지혜,이시언,안내상,,,,37,63,5,37,27,19,12
디에고,93.0,스토리가 탄탄하고 몰입하여 보게 되는 영화,859,아시프 카파티아,,,,,클라우디아 빌라파네,펠레,디에고 마라도나,,,,56,44,1,20,39,26,14
신의 은총으로,96.0,스토리가 탄탄하고 공감되는 영화,713,프랑수아 오종,,,,,스완 아를로,드니 메노셰,멜빌 푸포,,,,39,61,1,22,35,23,19
사마에게,98.0,감독연출가 훌륭하고 몰입하여 보게 되는 영화,1604,와드 알-카팁,에드워드 와츠,,,,와드 알-카팁,사마 알-카팁,함자 알-카팁,,,,37,63,1,27,37,20,15
샐린저,85.0,스토리가 탄탄하고 영감을 주는 영화,138,셰인 살레르노,,,,,에드워드 노튼,존 쿠삭,고어 비달,마틴 쉰,,,37,63,1,20,30,25,25
마티아스와 막심,90.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,1278,자비에 돌란,,,,,자비에 돌란,해리스 디킨슨,가브리엘 달메이다 프레이타스,앤 도벌,,,28,72,1,34,34,18,12
라 파미에,98.0,스토리가 탄탄하고 몰입하여 보게 되는 영화,111,장 폴 루브,,,,,호세 가르시아,람지 베디아,장 폴 루브,루디빈 사니에,,,35,65,0,14,35,26,24
그 누구도 아닌,79.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,349,아르노 데 팔리에르,,,,,카림 레클루,니콜라스 뒤보셸,자릴 라스페르,솔렌 리곳,,,32,68,1,29,32,22,16
리틀 조,80.0,영상미가 뛰어나고 몰입하여 보게 되는 영화,242,예시카 하우스너,,,,,케리 폭스,린제이 던칸,키트 코너,벤 위쇼,,,40,60,1,26,33,20,20
와일드라이프,91.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,1525,폴 다노,,,,,에드 옥슨볼드,캐리 멀리건,제이크 질렌할,,,,36,64,1,28,34,19,17
녹턴,95.0,스토리가 탄탄하고 감동적인 영화,1548,정관조,,,,,손민서,은건기,은성호,,,,49,51,1,12,25,30,32
산타 앤 컴퍼니,86.0,영상미가 뛰어나고 몰입하여 보게 되는 영화,223,알랭 샤바,,,,,알랭 샤바,피오 마르마이,골쉬프테 파라하니,오드리 토투,,,33,67,1,20,37,29,14
호흡,93.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,165,권만기,,,,,김수현(1),김대건,윤지혜,곽자형,,,56,44,1,25,31,23,20
매리,72.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,316,마이클 고이,,,,,게리 올드만,오웬 티그,스테파니 스콧,마누엘 가르시아 룰포,에밀리 모티머,,55,45,4,20,33,25,18
미드나이트,85.0,영상미가 뛰어나고 몰입하여 보게 되는 영화,435,조지 클루니,,,,,데미안 비쉬어,펠리시티 존스,데이빗 오예로워,카일 챈들러,,,61,39,0,13,31,30,26
몽마르트 파파,96.0,스토리가 탄탄하고 감동적인 영화,540,민병우,,,,,이운숙,민형식,민병우,,,,32,68,0,15,35,22,27
프린스 코기,93.0,영상미가 뛰어나고 유쾌한 영화,2828,벤 스타센,빈센트 케스텔루트,,,,최정현,김현지,김리흔,,,,27,73,1,7,44,45,4
눈의 여왕4,95.0,영상미가 뛰어나고 상상력을 자극하는 영화,2760,로버트 렌스,,,,,민승우,박영재,양정화,엄상현,,,27,73,0,2,42,51,4
부다페스트 스토리,92.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,586,아틸라 사스,,,,,사보 킴멜 타마스,베르셀 토트,레벤테 몰나르,비카 케레케스,,,45,55,0,16,27,26,31
멋진 하루,98.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,91,이윤기,,,,,하정우,전도연,,,,,41,59,1,34,40,15,10
"고흐, 영원의 문에서",91.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,2343,줄리언 슈나벨,,,,,윌렘 데포,오스카 아이삭,루퍼트 프렌드,매즈 미켈슨,,,33,67,1,25,33,20,21
아이 엠 브리딩,95.0,스토리가 탄탄하고 몰입하여 보게 되는 영화,121,엠마 데이비,모라그 맥키넌,,,,린 플랫,루이즈 플랫,오스카 플랫,,,,49,51,0,14,38,27,20
디어스킨,88.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,476,캉탱 뒤피외,,,,,아델 하에넬,장 뒤자르댕,,,,,52,48,0,32,34,18,16
차일드 인 타임,86.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,784,줄리언 파리노,,,,,켈리 맥도날드,베아트리체 화이트,사스키아 리브스,베네딕트 컴버배치,스티븐 캠벨 무어,,30,70,1,28,33,20,18
썩시드,86.0,배우연기가 메소드급인 몰입하여 보게 되는 영화,282,차야놉 분프라콥,,,,,지라유 라옹마니,타왓 포른라타나프라세르트,파차라 치라티밧,나타샤 나울잠,,,52,48,1,18,40,25,16
소녀가 소녀에게,86.0,영상미가 뛰어나고 몰입하여 보게 되는 영화,165,에다 유카,,,,,모토라 세리나,호시 모에카,,,,,55,45,3,26,37,23,11
